com.puppycrawl.tools.checkstyle.AnnotatedVisibility,com.puppycrawl.tools.checkstyle.AnnotatedVisibility.CustomAnnotation,3,1,1
com.puppycrawl.tools.checkstyle.AnnotatedVisibilitySameTypeName,com.puppycrawl.tools.checkstyle.LocalAnnotations.Rule,1,1,1
com.puppycrawl.tools.checkstyle.annotation.AnnotationUseNoTrailingComma,com.puppycrawl.tools.checkstyle.annotation.Pooches2,3,1,3
com.puppycrawl.tools.checkstyle.annotation.AnnotationUseNoTrailingComma,com.puppycrawl.tools.checkstyle.annotation.Test2,3,1,3
com.puppycrawl.tools.checkstyle.annotation.AnnotationUseNoTrailingComma.P,com.puppycrawl.tools.checkstyle.annotation.Pooches2,3,1,3
com.puppycrawl.tools.checkstyle.annotation.AnnotationUseNoTrailingComma.P,com.puppycrawl.tools.checkstyle.annotation.Test2,3,1,3
com.puppycrawl.tools.checkstyle.annotation.AnnotationUseWithTrailingComma,com.puppycrawl.tools.checkstyle.annotation.Test,3,1,3
com.puppycrawl.tools.checkstyle.annotation.AnnotationUseWithTrailingComma.P,com.puppycrawl.tools.checkstyle.annotation.Pooches,3,1,3
com.puppycrawl.tools.checkstyle.annotation.BadDeprecatedJavadoc.Rock,com.puppycrawl.tools.checkstyle.annotation.Bleh2,2,1,2
com.puppycrawl.tools.checkstyle.annotation.BadOverrideFromOther,com.puppycrawl.tools.checkstyle.annotation.IFoo2,1,1,1
com.puppycrawl.tools.checkstyle.annotation.Football,com.puppycrawl.tools.checkstyle.annotation.IBar,1,1,1
com.puppycrawl.tools.checkstyle.annotation.Football,com.puppycrawl.tools.checkstyle.annotation.IFoo,1,1,1
com.puppycrawl.tools.checkstyle.annotation.Football2,com.puppycrawl.tools.checkstyle.annotation.IBar2,1,1,1
com.puppycrawl.tools.checkstyle.annotation.Football2,com.puppycrawl.tools.checkstyle.annotation.IFoo2,1,1,1
com.puppycrawl.tools.checkstyle.annotation.GoodDeprecated.Rock,com.puppycrawl.tools.checkstyle.annotation.Bleh2,2,1,2
com.puppycrawl.tools.checkstyle.annotation.GoodOverrideFromOther,com.puppycrawl.tools.checkstyle.annotation.IFoo,1,1,1
com.puppycrawl.tools.checkstyle.annotation.IBar,com.puppycrawl.tools.checkstyle.annotation.IFoo,1,1,1
com.puppycrawl.tools.checkstyle.annotation.IBar2,com.puppycrawl.tools.checkstyle.annotation.IFoo2,1,1,1
com.puppycrawl.tools.checkstyle.annotation.InputCorrectAnnotationLocation,com.puppycrawl.tools.checkstyle.annotation.InputCorrectAnnotationLocation.InnerClass,1,1,1
com.puppycrawl.tools.checkstyle.annotation.InputCorrectAnnotationLocation,com.puppycrawl.tools.checkstyle.annotation.MyAnnotation3,1,1,1
