be.devlaminck.openwebnet.IBticinoEventListener,be.devlaminck.openwebnet.ProtocolRead,1,1,1
be.devlaminck.openwebnet.MonitorSessionThread,be.devlaminck.openwebnet.OpenWebNet,7,4,3
be.devlaminck.openwebnet.MonitorSessionThread,be.devlaminck.openwebnet.OWNUtilities,7,1,6
be.devlaminck.openwebnet.MonitorSessionThread,be.devlaminck.openwebnet.ProtocolRead,55,2,3
be.devlaminck.openwebnet.MonitorSessionThread,com.myhome.fcrisciani.connector.MyHomeJavaConnector,4,1,4
be.devlaminck.openwebnet.OpenWebNet,be.devlaminck.openwebnet.IBticinoEventListener,6,6,2
be.devlaminck.openwebnet.OpenWebNet,be.devlaminck.openwebnet.MonitorSessionThread,3,2,2
be.devlaminck.openwebnet.OpenWebNet,be.devlaminck.openwebnet.OWNUtilities,1,1,1
be.devlaminck.openwebnet.OpenWebNet,be.devlaminck.openwebnet.ProtocolRead,2,2,1
be.devlaminck.openwebnet.OpenWebNet,com.myhome.fcrisciani.connector.MyHomeJavaConnector,6,3,3
be.devlaminck.openwebnet.OpenWebNet,com.myhome.fcrisciani.exception.MalformedCommandOPEN,1,1,1
be.devlaminck.openwebnet.OWNUtilities,be.devlaminck.openwebnet.ProtocolRead,4,2,2
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.connector.MyHomeSocketFactory,7,6,5
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.datastructure.action.Action,2,2,2
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.datastructure.command.CommandOPEN,9,9,2
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.datastructure.command.DelayInterval,5,1,2
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.exception.MalformedCommandOPEN,10,6,2
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.queue.PriorityCommandQueue,5,3,4
com.myhome.fcrisciani.connector.MyHomeJavaConnector,com.myhome.fcrisciani.queue.PriorityQueueThread,2,1,2
com.myhome.fcrisciani.datastructure.action.Action,com.myhome.fcrisciani.datastructure.command.CommandOPEN,15,12,1
com.myhome.fcrisciani.datastructure.command.DelayInterval,com.myhome.fcrisciani.datastructure.command.CommandOPEN,2,2,2
com.myhome.fcrisciani.datastructure.command.DimensionResponseCmd,com.myhome.fcrisciani.datastructure.command.CommandOPEN,2,2,2
com.myhome.fcrisciani.datastructure.command.StatusRequestCmd,com.myhome.fcrisciani.datastructure.command.CommandOPEN,3,3,2
com.myhome.fcrisciani.datastructure.command.StatusResponseCmd,com.myhome.fcrisciani.datastructure.command.CommandOPEN,3,3,2
com.myhome.fcrisciani.queue.PriorityQueueThread,com.myhome.fcrisciani.connector.MyHomeJavaConnector,4,3,3
com.myhome.fcrisciani.queue.PriorityQueueThread,com.myhome.fcrisciani.connector.MyHomeSocketFactory,2,2,2
com.myhome.fcrisciani.queue.PriorityQueueThread,com.myhome.fcrisciani.queue.PriorityCommandQueue,4,3,3
com.springone.myrestaurants.dao.RestaurantDao,com.springone.myrestaurants.domain.Restaurant,3,3,1
com.springone.myrestaurants.dao.UserAccountDao,com.springone.myrestaurants.domain.UserAccount,7,6,1
com.springone.myrestaurants.data.AbstractTestWithUserAccount,com.springone.myrestaurants.domain.UserAccount,8,3,6
com.springone.myrestaurants.data.AbstractTestWithUserAccount,org.springframework.data.neo4j.support.Neo4jTemplate,1,1,1
com.springone.myrestaurants.data.AbstractTestWithUserAccount,org.springframework.data.neo4j.support.node.Neo4jHelper,1,1,1
com.springone.myrestaurants.data.RestaurantRepository,com.springone.myrestaurants.domain.Restaurant,4,4,1
com.springone.myrestaurants.data.RestaurantRepositoryTests,com.springone.myrestaurants.data.RestaurantRepository,5,5,5
com.springone.myrestaurants.data.RestaurantRepositoryTests,com.springone.myrestaurants.domain.Restaurant,4,4,2
com.springone.myrestaurants.data.RestaurantRepositoryTests,org.springframework.data.neo4j.support.Neo4jTemplate,1,1,1
com.springone.myrestaurants.data.RestaurantRepositoryTests,org.springframework.data.neo4j.support.node.Neo4jHelper,1,1,1
com.springone.myrestaurants.data.UserAccountRelationshipsTests,com.springone.myrestaurants.data.AbstractTestWithUserAccount,9,4,3
com.springone.myrestaurants.data.UserAccountRelationshipsTests,com.springone.myrestaurants.data.RestaurantRepository,2,2,2
com.springone.myrestaurants.data.UserAccountRelationshipsTests,com.springone.myrestaurants.data.UserAccountRepository,7,4,3
com.springone.myrestaurants.data.UserAccountRelationshipsTests,com.springone.myrestaurants.domain.Recommendation,7,4,4
com.springone.myrestaurants.data.UserAccountRelationshipsTests,com.springone.myrestaurants.domain.Restaurant,4,3,3
com.springone.myrestaurants.data.UserAccountRelationshipsTests,com.springone.myrestaurants.domain.UserAccount,17,9,5
com.springone.myrestaurants.data.UserAccountRepository,com.springone.myrestaurants.domain.UserAccount,11,10,1
com.springone.myrestaurants.data.UserAccountRepositoryTests,com.springone.myrestaurants.data.AbstractTestWithUserAccount,11,4,4
com.springone.myrestaurants.data.UserAccountRepositoryTests,com.springone.myrestaurants.data.UserAccountRepository,6,5,5
com.springone.myrestaurants.data.UserAccountRepositoryTests,com.springone.myrestaurants.domain.UserAccount,24,10,9
com.springone.myrestaurants.domain.RatedRestaurant,com.springone.myrestaurants.domain.Recommendation,4,4,1
com.springone.myrestaurants.domain.RatedRestaurant,com.springone.myrestaurants.domain.Restaurant,3,3,1
com.springone.myrestaurants.domain.Recommendation,com.springone.myrestaurants.domain.Restaurant,2,2,1
com.springone.myrestaurants.domain.Recommendation,com.springone.myrestaurants.domain.UserAccount,2,2,1
com.springone.myrestaurants.domain.Recommendation,org.springframework.data.neo4j.annotation.EndNode,1,1,1
com.springone.myrestaurants.domain.Recommendation,org.springframework.data.neo4j.annotation.StartNode,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinder,com.springone.myrestaurants.domain.RatedRestaurant,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinder,com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate,4,2,3
com.springone.myrestaurants.domain.TopRatedRestaurantFinder,com.springone.myrestaurants.domain.UserAccount,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinder,org.springframework.data.neo4j.support.Neo4jTemplate,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate,com.springone.myrestaurants.domain.RatedRestaurant,3,2,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate,com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate.AggregatedRecommendation,8,6,3
com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate.AggregatedRecommendation,com.springone.myrestaurants.domain.RatedRestaurant,5,2,3
com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate.AggregatedRecommendation,com.springone.myrestaurants.domain.TopRatedRestaurantFinder,2,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate.AggregatedRecommendation,com.springone.myrestaurants.domain.TopRatedRestaurantFinder.CalculateRatingPredicate,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinderTests,com.springone.myrestaurants.domain.RatedRestaurant,3,3,2
com.springone.myrestaurants.domain.TopRatedRestaurantFinderTests,com.springone.myrestaurants.domain.Restaurant,10,8,2
com.springone.myrestaurants.domain.TopRatedRestaurantFinderTests,com.springone.myrestaurants.domain.TopRatedRestaurantFinder,2,1,2
com.springone.myrestaurants.domain.TopRatedRestaurantFinderTests,com.springone.myrestaurants.domain.UserAccount,8,7,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinderTests,org.springframework.data.neo4j.support.Neo4jTemplate,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantFinderTests,org.springframework.data.neo4j.support.node.Neo4jHelper,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantTraverser,org.springframework.data.neo4j.core.FieldTraversalDescriptionBuilder,1,1,1
com.springone.myrestaurants.domain.TopRatedRestaurantTraverser,org.springframework.data.neo4j.mapping.Neo4jPersistentProperty,1,1,1
com.springone.myrestaurants.domain.UserAccount,com.springone.myrestaurants.domain.Restaurant,4,4,1
