org.jfree.chart.annotations.XYShapeAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	s	B1	0/25	(5301,52,F)(5362,118,F)(5489,115,F)(5718,46,F)(5773,29,F)(5811,29,F)(5849,64,F)(5922,64,F)(5995,37,F)(6041,28,F)(6079,29,F)(6117,29,F)(6155,62,F)(6226,62,F)(6297,37,F)(6343,28,F)(6428,15,F)(6456,41,F)(6513,97,F)(6623,93,F)(6729,42,F)(6784,33,F)(6845,39,F)(6900,66,F)(6979,41,F)	1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-
org.jfree.chart.annotations.XYPolygonAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	area	B3	0/20	(7359,52,F)(7420,118,F)(7547,115,F)(7672,37,F)(7718,91,F)(7818,89,F)(7920,41,F)(7977,34,F)(8029,9,F)(8040,23,F)(8065,6,F)(8091,92,F)(8200,94,F)(8311,34,F)(8372,17,F)(8417,39,F)(8472,34,F)(8524,9,F)(8535,23,F)(8560,6,F)(8586,92,F)(8695,94,F)(8806,34,F)(8867,17,F)	3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-
org.jfree.chart.annotations.XYBoxAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	box	B1	0/12	(6000,52,F)(6061,118,F)(6188,115,F)(6313,89,F)(6411,71,F)(6491,89,F)(6589,71,F)(6670,23,F)(6706,41,F)(6763,105,F)(6896,39,F)(6951,105,F)	1-2-3-4-5-6-7-8-9-10-11-12-
org.jfree.chart.annotations.XYBoxAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	box	B1	0/12	(6000,52,F)(6061,118,F)(6188,115,F)(6313,89,F)(6411,71,F)(6491,89,F)(6589,71,F)(6670,23,F)(6706,41,F)(6763,105,F)(6896,39,F)(6951,105,F)	1-2-3-4-5-6-7-8-9-10-11-12-
org.jfree.chart.annotations.XYTitleAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	p	B15	0/4	(9562,34,F)(9609,12,F)(9641,45,F)(9706,28,F)	41-42-43-44-
org.jfree.chart.annotations.AbstractXYAnnotation	protected void addEntity(org.jfree.chart.plot.PlotRenderingInfo, java.awt.Shape, int, java.lang.String, java.lang.String) 	entities	B3	0/3	(4865,66,F)(5002,113,F)(5124,21,F)	3-6-7-
org.jfree.chart.annotations.AbstractXYAnnotation	protected void addEntity(org.jfree.chart.plot.PlotRenderingInfo, java.awt.Shape, int, java.lang.String, java.lang.String) 	entities	B5	0/2	(5002,113,F)(5124,21,F)	6-7-
org.jfree.chart.annotations.XYDrawableAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	drawable	B1	0/2	(5929,173,F)(6335,33,F)	8-11-
org.jfree.chart.annotations.CategoryPointerAnnotation	public void draw(java.awt.Graphics2D, CategoryPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.CategoryAxis, org.jfree.chart.axis.ValueAxis) 	arrow	B3	4/13	(11657,59,T)(11725,59,T)(11794,67,T)(11870,67,T)(11947,100,F)(12056,100,F)(12166,101,F)(12276,101,F)(12387,38,F)(12434,41,F)(12484,53,F)(12546,55,F)(12610,18,F)	15-16-17-18-19-20-21-22-23-24-25-26-27-
org.jfree.chart.annotations.XYPointerAnnotation	public void draw(java.awt.Graphics2D, XYPlot#RAW, java.awt.geom.Rectangle2D, org.jfree.chart.axis.ValueAxis, org.jfree.chart.axis.ValueAxis, int, org.jfree.chart.plot.PlotRenderingInfo) 	arrow	B3	4/13	(11490,59,T)(11558,59,T)(11627,67,T)(11703,67,T)(11780,104,F)(11893,104,F)(12007,105,F)(12121,105,F)(12236,38,F)(12283,41,F)(12333,53,F)(12395,55,F)(12459,18,F)	12-13-14-15-16-17-18-19-20-21-22-23-24-
