weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JLabel m_FromLab, weka.gui.experiment.ResultsPanel::weka.experiment.InstanceQuery m_InstanceQuery, weka.gui.experiment.ResultsPanel::setInstancesFromFile(java.io.File):void, weka.gui.experiment.ResultsPanel::setInstancesFromDatabaseTable(java.lang.String):void, weka.gui.experiment.ResultsPanel::setInstancesFromExp(weka.experiment.Experiment):void, weka.gui.experiment.ResultsPanel::setInstancesFromDBaseQuery():void, weka.gui.experiment.ResultsPanel::javax.swing.DefaultComboBoxModel m_CompareModel, weka.gui.experiment.ResultsPanel::javax.swing.DefaultComboBoxModel m_SortModel, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_DatasetKeyBut, weka.gui.experiment.ResultsPanel::javax.swing.DefaultListModel m_DatasetKeyModel, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_ResultKeyBut, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_SwapDatasetKeyAndResultKeyBut, weka.gui.experiment.ResultsPanel::javax.swing.DefaultListModel m_ResultKeyModel, weka.gui.experiment.ResultsPanel::javax.swing.JComboBox m_TesterClasses, weka.gui.experiment.ResultsPanel::javax.swing.JComboBox m_CompareCombo, weka.gui.experiment.ResultsPanel::javax.swing.JComboBox m_SortCombo, weka.gui.experiment.ResultsPanel::javax.swing.JTextField m_SigTex, weka.gui.experiment.ResultsPanel::weka.core.Instances m_Instances, weka.gui.experiment.ResultsPanel::javax.swing.DefaultListModel m_TestsModel, weka.gui.experiment.ResultsPanel::javax.swing.DefaultListModel m_DisplayedModel, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_TestsButton, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_DisplayedButton, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_OutputFormatButton, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_PerformBut, weka.gui.experiment.ResultsPanel::setTester():void, weka.gui.experiment.ResultsPanel::javax.swing.JPanel m_PanelDatasetResultKeys, weka.gui.experiment.ResultsPanel::java.awt.Dimension COMBO_SIZE, weka.gui.experiment.ResultsPanel::setComboSizes():void, weka.gui.experiment.ResultsPanel::javax.swing.JList m_DatasetKeyList, weka.gui.experiment.ResultsPanel::javax.swing.JList m_ResultKeyList, weka.gui.experiment.ResultsPanel::weka.experiment.Tester m_TTester, weka.gui.experiment.ResultsPanel::setResultKeyFromDialog():void, weka.gui.experiment.ResultsPanel::setDatasetKeyFromDialog():void, weka.gui.experiment.ResultsPanel::swapDatasetKeyAndResultKey():void, weka.gui.experiment.ResultsPanel::javax.swing.JList m_TestsList, weka.gui.experiment.ResultsPanel::setTestBaseFromDialog():void, weka.gui.experiment.ResultsPanel::javax.swing.JList m_DisplayedList, weka.gui.experiment.ResultsPanel::setDisplayedFromDialog():void, weka.gui.experiment.ResultsPanel::javax.swing.JCheckBox m_ShowStdDevs, weka.gui.experiment.ResultsPanel::weka.experiment.ResultMatrix m_ResultMatrix, weka.gui.experiment.ResultsPanel::weka.gui.ResultHistoryPanel m_History, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_SaveOutBut, weka.gui.experiment.ResultsPanel::weka.gui.SaveBuffer m_SaveOut, weka.gui.experiment.ResultsPanel::saveBuffer():void, weka.gui.experiment.ResultsPanel::setOutputFormatFromDialog():void, weka.gui.experiment.ResultsPanel::setInstances(weka.core.Instances):void, weka.gui.experiment.ResultsPanel::determineColumnNames(java.lang.String, java.lang.String, weka.core.Instances):java.util.Vector, weka.gui.experiment.ResultsPanel::setTTester():void, weka.gui.experiment.ResultsPanel::performTest():void, weka.gui.experiment.ResultsPanel::setSelectedItem(javax.swing.JComboBox, java.lang.String):void]
weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JList m_TestsList, weka.gui.experiment.ResultsPanel::setTestBaseFromDialog():void, weka.gui.experiment.ResultsPanel::javax.swing.JList m_DisplayedList, weka.gui.experiment.ResultsPanel::setDisplayedFromDialog():void, weka.gui.experiment.ResultsPanel::javax.swing.JCheckBox m_ShowStdDevs, weka.gui.experiment.ResultsPanel::weka.experiment.ResultMatrix m_ResultMatrix, weka.gui.experiment.ResultsPanel::weka.gui.ResultHistoryPanel m_History, weka.gui.experiment.ResultsPanel::javax.swing.JButton m_SaveOutBut, weka.gui.experiment.ResultsPanel::weka.gui.SaveBuffer m_SaveOut, weka.gui.experiment.ResultsPanel::saveBuffer():void, weka.gui.experiment.ResultsPanel::setOutputFormatFromDialog():void]
weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JButton m_FromExpBut, weka.gui.experiment.ResultsPanel::setExperiment(weka.experiment.Experiment):void, weka.gui.experiment.ResultsPanel::weka.experiment.Experiment m_Exp]
weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JList m_TestsList, weka.gui.experiment.ResultsPanel::setTestBaseFromDialog():void, weka.gui.experiment.ResultsPanel::javax.swing.JList m_DisplayedList, weka.gui.experiment.ResultsPanel::setDisplayedFromDialog():void]
weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JLabel m_FromLab, weka.gui.experiment.ResultsPanel::weka.experiment.InstanceQuery m_InstanceQuery, weka.gui.experiment.ResultsPanel::setInstancesFromFile(java.io.File):void, weka.gui.experiment.ResultsPanel::setInstancesFromDatabaseTable(java.lang.String):void, weka.gui.experiment.ResultsPanel::setInstancesFromExp(weka.experiment.Experiment):void, weka.gui.experiment.ResultsPanel::setInstancesFromDBaseQuery():void]
weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JList m_DatasetKeyList, weka.gui.experiment.ResultsPanel::javax.swing.JList m_ResultKeyList, weka.gui.experiment.ResultsPanel::weka.experiment.Tester m_TTester, weka.gui.experiment.ResultsPanel::setResultKeyFromDialog():void, weka.gui.experiment.ResultsPanel::setDatasetKeyFromDialog():void, weka.gui.experiment.ResultsPanel::swapDatasetKeyAndResultKey():void]
weka.gui.experiment.ResultsPanel	[weka.gui.experiment.ResultsPanel::javax.swing.JButton m_SaveOutBut, weka.gui.experiment.ResultsPanel::weka.gui.SaveBuffer m_SaveOut, weka.gui.experiment.ResultsPanel::saveBuffer():void]
weka.gui.experiment.SimpleSetupPanel	[weka.gui.experiment.SimpleSetupPanel::weka.experiment.Experiment m_Exp, weka.gui.experiment.SimpleSetupPanel::java.beans.PropertyChangeSupport m_Support, weka.gui.experiment.SimpleSetupPanel::java.lang.String m_destinationDatabaseURL, weka.gui.experiment.SimpleSetupPanel::java.lang.String m_destinationFilename, weka.gui.experiment.SimpleSetupPanel::javax.swing.JComboBox m_ResultsDestinationCBox, weka.gui.experiment.SimpleSetupPanel::javax.swing.JTextField m_ResultsDestinationPathTField, weka.gui.experiment.SimpleSetupPanel::javax.swing.JLabel m_ResultsDestinationPathLabel, weka.gui.experiment.SimpleSetupPanel::javax.swing.JButton m_BrowseDestinationButton, weka.gui.experiment.SimpleSetupPanel::int m_numFolds, weka.gui.experiment.SimpleSetupPanel::double m_trainPercent, weka.gui.experiment.SimpleSetupPanel::javax.swing.JComboBox m_ExperimentTypeCBox, weka.gui.experiment.SimpleSetupPanel::javax.swing.JTextField m_ExperimentParameterTField, weka.gui.experiment.SimpleSetupPanel::javax.swing.JLabel m_ExperimentParameterLabel, weka.gui.experiment.SimpleSetupPanel::javax.swing.JRadioButton m_ExpClassificationRBut, weka.gui.experiment.SimpleSetupPanel::int m_numRepetitions, weka.gui.experiment.SimpleSetupPanel::javax.swing.JTextField m_NumberOfRepetitionsTField, weka.gui.experiment.SimpleSetupPanel::javax.swing.JButton m_SaveBut, weka.gui.experiment.SimpleSetupPanel::javax.swing.JRadioButton m_ExpRegressionRBut, weka.gui.experiment.SimpleSetupPanel::javax.swing.JRadioButton m_OrderDatasetsFirstRBut, weka.gui.experiment.SimpleSetupPanel::javax.swing.JRadioButton m_OrderAlgorithmsFirstRBut, weka.gui.experiment.SimpleSetupPanel::weka.gui.experiment.DatasetListPanel m_DatasetListPanel, weka.gui.experiment.SimpleSetupPanel::weka.gui.experiment.AlgorithmListPanel m_AlgorithmListPanel, weka.gui.experiment.SimpleSetupPanel::javax.swing.JButton m_NotesButton, weka.gui.experiment.SimpleSetupPanel::javax.swing.JTextArea m_NotesText, weka.gui.experiment.SimpleSetupPanel::boolean m_userHasBeenAskedAboutConversion, weka.gui.experiment.SimpleSetupPanel::userWantsToConvert():boolean, weka.gui.experiment.SimpleSetupPanel::weka.gui.ExtensionFileFilter m_csvFileFilter, weka.gui.experiment.SimpleSetupPanel::weka.gui.ExtensionFileFilter m_arffFileFilter, weka.gui.experiment.SimpleSetupPanel::javax.swing.JFileChooser m_DestFileChooser, weka.gui.experiment.SimpleSetupPanel::chooseDestinationFile():void, weka.gui.experiment.SimpleSetupPanel::setExperiment(weka.experiment.Experiment):boolean, weka.gui.experiment.SimpleSetupPanel::expTypeChanged():void, weka.gui.experiment.SimpleSetupPanel::expParamChanged():void, weka.gui.experiment.SimpleSetupPanel::numRepetitionsChanged():void]
weka.gui.experiment.SimpleSetupPanel	[weka.gui.experiment.SimpleSetupPanel::weka.gui.experiment.SetupModePanel m_modePanel, weka.gui.experiment.SimpleSetupPanel::javax.swing.filechooser.FileFilter m_ExpFilter, weka.gui.experiment.SimpleSetupPanel::javax.swing.filechooser.FileFilter m_KOMLFilter, weka.gui.experiment.SimpleSetupPanel::javax.swing.filechooser.FileFilter m_XMLFilter, weka.gui.experiment.SimpleSetupPanel::javax.swing.JFileChooser m_FileChooser, weka.gui.experiment.SimpleSetupPanel::openExperiment():void, weka.gui.experiment.SimpleSetupPanel::saveExperiment():void]
weka.gui.experiment.SimpleSetupPanel	[weka.gui.experiment.SimpleSetupPanel::weka.gui.ExtensionFileFilter m_csvFileFilter, weka.gui.experiment.SimpleSetupPanel::weka.gui.ExtensionFileFilter m_arffFileFilter, weka.gui.experiment.SimpleSetupPanel::javax.swing.JFileChooser m_DestFileChooser, weka.gui.experiment.SimpleSetupPanel::chooseDestinationFile():void]
