org.jhotdraw.undo.UndoRedoManager	[org.jhotdraw.undo.UndoRedoManager::java.beans.PropertyChangeSupport propertySupport, org.jhotdraw.undo.UndoRedoManager::addPropertyChangeListener(java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::addPropertyChangeListener(java.lang.String, java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::removePropertyChangeListener(java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::removePropertyChangeListener(java.lang.String, java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::firePropertyChange(java.lang.String, boolean, boolean):void, org.jhotdraw.undo.UndoRedoManager::firePropertyChange(java.lang.String, int, int):void, org.jhotdraw.undo.UndoRedoManager::firePropertyChange(java.lang.String, java.lang.Object, java.lang.Object):void, org.jhotdraw.undo.UndoRedoManager::boolean hasSignificantEdits, org.jhotdraw.undo.UndoRedoManager::setHasSignificantEdits(boolean):void]
org.jhotdraw.undo.UndoRedoManager	[org.jhotdraw.undo.UndoRedoManager::java.beans.PropertyChangeSupport propertySupport, org.jhotdraw.undo.UndoRedoManager::addPropertyChangeListener(java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::addPropertyChangeListener(java.lang.String, java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::removePropertyChangeListener(java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::removePropertyChangeListener(java.lang.String, java.beans.PropertyChangeListener):void, org.jhotdraw.undo.UndoRedoManager::firePropertyChange(java.lang.String, boolean, boolean):void, org.jhotdraw.undo.UndoRedoManager::firePropertyChange(java.lang.String, int, int):void, org.jhotdraw.undo.UndoRedoManager::firePropertyChange(java.lang.String, java.lang.Object, java.lang.Object):void]
org.jhotdraw.xml.NanoXMLDOMOutput	[org.jhotdraw.xml.NanoXMLDOMOutput::java.lang.String doctype, org.jhotdraw.xml.NanoXMLDOMOutput::net.n3.nanoxml.XMLElement document, org.jhotdraw.xml.NanoXMLDOMOutput::save(java.io.Writer):void, org.jhotdraw.xml.NanoXMLDOMOutput::print(java.io.PrintWriter):void, org.jhotdraw.xml.NanoXMLDOMOutput::save(java.io.OutputStream):void]
org.jhotdraw.xml.NanoXMLLiteDOMOutput	[org.jhotdraw.xml.NanoXMLLiteDOMOutput::java.lang.String doctype, org.jhotdraw.xml.NanoXMLLiteDOMOutput::save(java.io.Writer):void, org.jhotdraw.xml.NanoXMLLiteDOMOutput::nanoxml.XMLElement document, org.jhotdraw.xml.NanoXMLLiteDOMOutput::print(java.io.PrintWriter):void, org.jhotdraw.xml.NanoXMLLiteDOMOutput::save(java.io.OutputStream):void]
org.jhotdraw.app.OSXPaletteHandler	[org.jhotdraw.app.OSXPaletteHandler::java.util.HashMap<java.awt.Window,org.jhotdraw.app.Project> windows, org.jhotdraw.app.OSXPaletteHandler::add(java.awt.Window, org.jhotdraw.app.Project):void, org.jhotdraw.app.OSXPaletteHandler::remove(java.awt.Window, org.jhotdraw.app.Project):void, org.jhotdraw.app.OSXPaletteHandler::java.awt.event.WindowFocusListener focusHandler]
org.jhotdraw.app.OSXPaletteHandler	[org.jhotdraw.app.OSXPaletteHandler::java.util.HashSet<java.awt.Window> palettes, org.jhotdraw.app.OSXPaletteHandler::getPalettes():java.util.Set<java.awt.Window>, org.jhotdraw.app.OSXPaletteHandler::showPalettes():void]
org.jhotdraw.draw.AbstractCompositeFigure	[org.jhotdraw.draw.AbstractCompositeFigure::java.awt.geom.Rectangle2D.Double drawBounds, org.jhotdraw.draw.AbstractCompositeFigure::invalidateBounds():void, org.jhotdraw.draw.AbstractCompositeFigure::java.awt.geom.Rectangle2D.Double bounds]
org.jhotdraw.draw.action.SwingWorker	[org.jhotdraw.draw.action.SwingWorker::java.lang.Object value, org.jhotdraw.draw.action.SwingWorker::org.jhotdraw.draw.action.SwingWorker.ThreadVar threadVar, org.jhotdraw.draw.action.SwingWorker::start():void, org.jhotdraw.draw.action.SwingWorker::get():java.lang.Object, org.jhotdraw.draw.action.SwingWorker::interrupt():void]
org.jhotdraw.samples.svg.SVGApplicationModel	[org.jhotdraw.samples.svg.SVGApplicationModel::addAttributesButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor):void, org.jhotdraw.samples.svg.SVGApplicationModel::addColorButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor):void, org.jhotdraw.samples.svg.SVGApplicationModel::addStrokeButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor):void]
org.jhotdraw.xml.JavaxDOMOutput	[org.jhotdraw.xml.JavaxDOMOutput::java.lang.String doctype, org.jhotdraw.xml.JavaxDOMOutput::save(java.io.OutputStream):void, org.jhotdraw.xml.JavaxDOMOutput::save(java.io.Writer):void, org.jhotdraw.xml.JavaxDOMOutput::org.w3c.dom.Document document]
org.jhotdraw.app.AbstractProject	[org.jhotdraw.app.AbstractProject::java.util.prefs.Preferences prefs, org.jhotdraw.app.AbstractProject::createOpenChooser():javax.swing.JFileChooser, org.jhotdraw.app.AbstractProject::createSaveChooser():javax.swing.JFileChooser]
org.jhotdraw.draw.FloatingTextArea	[org.jhotdraw.draw.FloatingTextArea::javax.swing.JTextArea editWidget, org.jhotdraw.draw.FloatingTextArea::requestFocus():void, org.jhotdraw.draw.FloatingTextArea::getText():java.lang.String, org.jhotdraw.draw.FloatingTextArea::getPreferredSize(int):java.awt.Dimension]
org.jhotdraw.draw.FloatingTextArea	[org.jhotdraw.draw.FloatingTextArea::javax.swing.JScrollPane editScrollContainer, org.jhotdraw.draw.FloatingTextArea::org.jhotdraw.draw.DrawingView view, org.jhotdraw.draw.FloatingTextArea::endOverlay():void, org.jhotdraw.draw.FloatingTextArea::setBounds(java.awt.geom.Rectangle2D.Double, java.lang.String):void, org.jhotdraw.draw.FloatingTextArea::createOverlay(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.TextHolder):void]
org.jhotdraw.draw.FloatingTextField	[org.jhotdraw.draw.FloatingTextField::javax.swing.JTextField editWidget, org.jhotdraw.draw.FloatingTextField::requestFocus():void, org.jhotdraw.draw.FloatingTextField::getInsets():java.awt.Insets, org.jhotdraw.draw.FloatingTextField::addActionListener(java.awt.event.ActionListener):void, org.jhotdraw.draw.FloatingTextField::removeActionListener(java.awt.event.ActionListener):void, org.jhotdraw.draw.FloatingTextField::setBounds(java.awt.Rectangle, java.lang.String):void, org.jhotdraw.draw.FloatingTextField::getText():java.lang.String, org.jhotdraw.draw.FloatingTextField::getPreferredSize(int):java.awt.Dimension]
org.jhotdraw.draw.HandleMulticaster	[org.jhotdraw.draw.HandleMulticaster::java.util.LinkedList<org.jhotdraw.draw.Handle> handles, org.jhotdraw.draw.HandleMulticaster::draw(java.awt.Graphics2D):void, org.jhotdraw.draw.HandleMulticaster::keyPressed(java.awt.event.KeyEvent):void, org.jhotdraw.draw.HandleMulticaster::keyReleased(java.awt.event.KeyEvent):void, org.jhotdraw.draw.HandleMulticaster::keyTyped(java.awt.event.KeyEvent):void, org.jhotdraw.draw.HandleMulticaster::trackDoubleClick(java.awt.Point, int, org.jhotdraw.draw.DrawingView):void, org.jhotdraw.draw.HandleMulticaster::trackStep(java.awt.Point, java.awt.Point, int, org.jhotdraw.draw.DrawingView):void]
org.jhotdraw.gui.JSheet	[org.jhotdraw.gui.JSheet::javax.swing.event.EventListenerList listenerList, org.jhotdraw.gui.JSheet::addSheetListener(org.jhotdraw.gui.event.SheetListener):void, org.jhotdraw.gui.JSheet::removeSheetListener(org.jhotdraw.gui.event.SheetListener):void]
org.jhotdraw.gui.JSheet	[org.jhotdraw.gui.JSheet::javax.swing.event.EventListenerList listenerList, org.jhotdraw.gui.JSheet::addSheetListener(org.jhotdraw.gui.event.SheetListener):void, org.jhotdraw.gui.JSheet::removeSheetListener(org.jhotdraw.gui.event.SheetListener):void, org.jhotdraw.gui.JSheet::fireOptionSelected(javax.swing.JOptionPane, int, java.lang.Object, java.lang.Object):void, org.jhotdraw.gui.JSheet::fireOptionSelected(javax.swing.JFileChooser, int):void]
